1,51412873
2,2162652
3,1531825
4,164783612
5,4889514
6,42495891
7,150387811
8,6655534
9,50594585
10,42768736
11,1498001
12,6986816
13,150087416
14,42826010
15,2162981
16,78842432
17,2375892
18,6655534
19,169502495
20,50594585
21,42990183
22,182554614
23,1531825
24,42960336
25,179297138
26,2420739
27,6998508
28,189441319
29,6480593
30,4013530
31,177561437
32,2420739
33,5974889
34,184833388
35,2162805
36,5371352
37,6323824
38,4249643
39,4231008
40,41756902
41,4953947
42,6998508
43,922372
44,5815921
45,6811353
46,2535657
47,6685500
48,40397530
49,68095416
50,6536831
51,52762627
52,6416129
53,6822416
54,6641219
55,2162203
56,40142274
57,2163027
58,60047085
59,2464184
60,5290693
61,4013530
62,5152251
63,4096771
64,41034103
65,41362583
66,41504262
67,4688521
68,1129848
69,41543390
70,1493546
71,51243966
72,4240676
73,6668925
74,5889160
75,2477006
76,1172771
77,4183058
78,5434695
79,42909698
80,42990183
81,2163034
82,5890983
83,40062610
84,6480593
85,6220530
86,1462530
87,2375892
88,5138970
89,4813826
90,2449572
91,40067372
92,4379494
93,2162444
94,88839384
95,41085558
96,1458436
97,42031959
98,4103643
99,42862798
100,42847591
101,6782438
102,6052730
103,6692860
104,5024477
105,2639782
106,41335823
107,42234708
108,5818549
109,5531405
110,52030178
111,67404693
112,42055360
113,68680274
114,2485328
115,6290523
116,65315735
117,40485802
118,51284669
119,72322724
120,66376121
121,42010279
122,5594660
123,5366857
124,3304436
125,42599432
126,64340759
127,66547461
128,2163165
129,72846906
130,922386
131,4503506
132,184309988
133,160147785
134,184413682
135,184551786
136,82289329
137,91063960
138,184553568
139,184564971
140,184774303
141,185192864
142,185247922
143,152817506
144,185461962
145,185806225
146,90396280
147,186389481
148,186967340
149,84651439
150,119108974
151,187265133
152,187563782
153,157369494
154,188417477
155,188793710
156,150049620
157,189287159
158,152695241
159,189576280
160,189644191
161,190370337
162,190453632
163,190595983
164,110629760
165,79002955
166,191799205
167,192227601
168,119884481
169,192639352
170,192665252
171,192731283
172,92407915
173,192765141
174,192776772
175,192980497
176,193383797
177,193399245
178,193648828
179,108563930
180,193886640
181,194309523
182,112031368
183,150439818
184,157366520
185,94748095
186,158460869
187,159534500
188,159854551
189,159994917
190,160826630
191,123910094
192,162075894
193,162859068
194,158680667
195,162870638
196,162870638
197,162969749
198,163121010
199,163145403
200,163361938
201,163427851
202,159081280
203,163556805
204,163921873
205,164101435
206,164268655
207,164477487
208,152369719
209,164481659
210,164545569
211,182362262
212,159752811
213,184322673
214,184741986
215,185132667
216,164990693
217,185482745
218,186382419
219,186507819
220,186995063
221,187768164
222,188580836
223,95453258
224,165054469
225,165054878
226,159306422
227,165061474
228,190581001
229,191364492
230,191841018
231,192558960
232,192602267
233,192873617
234,192908292
235,193281831
236,193465653
237,97607207
238,156693689
239,93799862
240,157725142
241,160506221
242,150058481
243,161869440
244,90472349
245,162148739
246,165313393
247,129088440
248,163055697
249,165397039
250,163249737
251,163281862
252,163367885
253,163588202
254,164327841
255,164408422
256,80808497
257,164504164
258,164514174
259,164579973
260,164865019
261,160389169
262,165021133
263,165630256
264,165121935
265,165367463
266,2740991
267,165469792
268,156821905
269,165633405
270,165802945
271,165953618
272,166172920
273,166659875
274,168873734
275,168994733
276,169127829
277,169129467
278,169244642
279,169328842
280,169494764
281,170563693
282,171359868
283,156854084
284,171888970
285,174880143
286,174880143
287,174920827
288,174932064
289,158422639
290,175166291
291,175330269
292,157370242
293,157192639
294,175399412
295,175452326
296,175466460
297,175473647
298,177485722
299,150386805
300,177639444
301,177712255
302,156791488
303,177899887
304,178036423
305,84380069
306,178123768
307,178268961
308,73482831
309,178829026
310,179183012
311,179224573
312,179365544
313,179387492
314,179700953
315,159504523
316,180645872
317,181124364
318,117659757
319,181474328
320,182565606
321,184363232
322,184403977
323,184548905
324,116559137
325,94763843
326,74366362
327,94137094
328,184946429
329,92260654
330,184946784
331,156893561
332,152753407
333,185765780
334,135322789
335,90032579
336,185808621
337,186969193
338,187633262
339,188072047
340,94502223
341,189655209
342,158463162
343,190462524
344,190500531
345,156628259
346,91364003
347,192279159
348,157705179
349,116589265
350,192550850
351,192735926
352,157132835
353,193141060
354,77780733
355,193187487
356,107430728
357,193449717
358,193591021
359,193593688
360,193699511
361,150403028
362,193742361
363,62434415
364,116193034
365,2162091
366,80135871
367,81947657
368,63296794
369,117144075
370,129186878
371,153655924
372,150350856
373,159297331
374,72683647
375,114103716
376,160583137
377,161074362
378,161852853
379,99999717
380,162070307
381,162172173
382,162735428
383,86534973
384,163248966
385,109673214
386,163528045
387,164042936
388,164087598
389,164123232
390,164125398
391,156628460
392,164302526
393,164320420
394,164350527
395,164389229
396,164464791
397,164476615
398,164574495
399,164749665
400,164767889
401,164852505
402,110350639
403,164937046
404,165100547
405,165178653
406,156772005
407,165227963
408,165307204
409,100114312
410,165339872
411,165480936
412,165549751
413,150557670
414,165638671
415,165717975
416,165721757
417,165795951
418,65216540
419,157143104
420,165909029
421,121318612
422,167407017
423,168534195
424,90281107
425,161089265
426,168858174
427,168884959
428,168904753
429,159162267
430,169041630
431,169144347
432,169355688
433,169962923
434,158739197
435,170614400
436,170663658
437,171661516
438,136707685
439,171942011
440,174168946
441,162034601
442,174905453
443,117420480
444,175316203
445,175393973
446,114909469
447,99438018
448,160118683
449,176698367
450,158912174
451,177982153
452,113489488
453,177994583
454,178812213
455,179304936
456,179340254
457,179506843
458,180580960
459,180649469
460,97867968
461,182617443
462,126520341
463,152404142
464,157186239
465,184834443
466,158211231
467,150336656
468,159479725
469,161855244
470,186566514
471,187304367
472,110732177
473,187680905
474,188465036
475,83741299
476,188925666
477,189487631
478,189943726
479,95633222
480,190565754
481,95942299
482,190759953
483,191083099
484,106574859
485,91962722
486,110885083
487,183995464
488,116752593
489,191917168
490,184621637
491,192282007
492,113494208
493,150551801
494,185742665
495,185816183
496,187751588
497,160144317
498,192812614
499,160195729
500,189917258
501,118942367
502,161102127
503,194289400
504,6951163
505,162813257
506,157762771
507,163034569
