508,91927636
509,150016259
510,114335117
511,150100954
512,163054141
513,161064478
514,163157441
515,160839332
516,163179963
517,163892656
518,163547751
519,159379311
520,163336587
521,163412921
522,165370778
523,165417016
524,97171991
525,164117733
526,110902200
527,164159184
528,164188197
529,170657965
530,173448533
531,175007315
532,175222890
533,175335321
534,177807094
535,178020432
536,96556335
537,178113323
538,178292020
539,93846667
540,179684107
541,180083002
542,164958036
543,180702603
544,181420978
545,181500787
546,165457229
547,165543019
548,164802052
549,83928514
550,157731284
551,165212961
552,170650827
553,165284177
554,81433358
555,90278032
556,130917808
557,157752977
558,157104645
559,165503978
560,119013169
561,177551586
562,80749787
563,165799152
564,163091577
565,60218961
566,166041050
567,179596977
568,179969472
569,77301690
570,167405723
571,182216992
572,183971986
573,168875201
574,184183535
575,184369593
576,157095140
577,165681269
578,165751137
579,74170484
580,160403465
581,123795478
582,170546272
583,170569158
584,185879076
585,157854024
586,175459815
587,101585374
588,189061819
589,170612598
590,189673018
591,150346526
592,120184897
593,171865852
594,93787158
595,98388977
596,186655444
597,188815162
598,91214070
599,190629554
600,110121363
601,192281790
602,160423656
603,105161170
604,150383186
605,90445985
606,115736165
607,163529204
608,98930164
609,164158954
610,164362611
611,90031232
612,111129728
613,177462771
614,178091875
615,179160380
616,182483194
617,184053360
618,192637004
619,174921322
620,181996731
621,182168184
